"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16"
"25301",9,10,5,5,0.25,0.9,2,3,3,3,2,2,2,2,0.333333333333333,0.333333333333333
"25302",15,12,7,6,0.3,0.8,1,1,5,3,0,0,5,3,0,0.333333333333333
"25303",9,23,7,13,0.25,0.391304347826087,1,2,5,10,0,0,4,9,0,0.181818181818182
"25304",12,14,5,7,0.5,0.857142857142857,2,4,5,4,1,3,4,4,0,1
"25305",12,5,7,3,0.25,0.416666666666667,5,1,1,1,4,1,1,0,0.25,0
"25306",17,12,12,9,0.235294117647059,0.705882352941177,2,3,4,4,2,3,4,4,0.25,0.333333333333333
"25307",6,8,3,4,0.4,0.75,3,3,1,2,1,2,1,2,0.5,0.5
"25308",7,10,4,7,0,0.7,2,1,2,4,1,0,2,3,0,0
"25309",9,12,4,7,0.375,0.75,3,2,3,4,1,2,3,4,0.5,0.4
"25310",11,10,6,5,0.222222222222222,0.909090909090909,2,2,3,3,1,1,3,3,0,0.5
"25311",12,8,5,3,0.333333333333333,0.666666666666667,3,2,3,1,1,1,2,1,1,0.5
"25312",5,6,2,3,0.666666666666667,0.833333333333333,1,2,2,2,0,1,2,2,0,1
"25313",9,10,5,5,1,0.9,1,1,5,5,0,0,5,5,0,1
"25314",8,12,5,6,0.222222222222222,0.666666666666667,1,3,3,3,1,2,2,2,0,0.333333333333333
"25315",10,9,5,4,0.5,0.9,3,3,4,2,2,2,3,2,0.333333333333333,0.666666666666667
"25316",1,15,1,8,0,0.0666666666666667,1,2,1,8,1,0,1,7,0,0
"25317",12,23,3,11,0,0.521739130434783,3,8,1,5,1,5,1,5,0,0
"25318",11,12,5,8,0.3,0.916666666666667,1,2,5,5,0,2,5,5,0,0.428571428571429
"25319",11,8,4,3,0.4,0.727272727272727,1,1,5,4,0,0,4,3,0,0.4
"25320",9,9,5,5,0.25,1,2,1,1,2,1,0,1,2,0,0
"25321",7,5,4,3,0.4,0.714285714285714,3,2,1,1,1,1,1,1,0,1
"25322",10,14,4,5,0.125,0.714285714285714,2,3,1,3,0,0,1,2,0,0
"25323",7,6,4,4,0.333333333333333,0.857142857142857,1,1,2,1,1,1,1,1,0,0
"25324",9,9,5,5,0.666666666666667,1,3,3,1,1,3,3,1,1,1,0
"25325",11,17,5,11,0.230769230769231,0.647058823529412,1,1,2,10,1,0,2,9,0,0.1
"25326",11,7,5,3,0.333333333333333,0.636363636363636,1,2,4,3,0,1,4,2,0,0.5
"25327",29,12,11,5,0.333333333333333,0.413793103448276,6,2,3,3,3,1,3,2,0.333333333333333,0.25
"25328",8,23,5,11,0.142857142857143,0.347826086956522,1,5,4,7,0,3,3,6,0,0.285714285714286
"25329",10,7,6,4,0.428571428571429,0.7,1,1,5,3,0,0,5,3,0,0.333333333333333
"25330",9,17,5,9,0.0769230769230769,0.529411764705882,1,5,3,6,0,3,3,5,0,0.142857142857143
"25331",24,23,13,12,0.470588235294118,0.958333333333333,5,6,6,6,3,4,6,6,0.4,0.5
"25332",27,28,10,13,0.15,0.964285714285714,6,6,3,4,4,5,3,4,0.125,0.166666666666667
"25333",24,12,9,6,0.0714285714285714,0.5,7,2,5,4,4,0,5,4,0,0.125
"25334",8,8,3,4,0.75,1,3,2,2,3,1,1,1,2,1,0.5
"25335",16,7,6,3,0.5,0.4375,2,1,3,2,1,0,3,2,0,0.666666666666667
"25336",9,8,5,4,0.8,0.888888888888889,1,1,4,3,0,0,4,3,0,0.75
"25337",11,8,7,4,0.375,0.727272727272727,2,2,5,2,1,0,4,2,0,0.2
"25338",39,27,19,11,0.111111111111111,0.692307692307692,7,5,11,8,4,1,11,7,0,0.2
"25339",5,3,3,1,0.333333333333333,0.6,2,1,1,1,1,0,1,1,0,1
"25340",10,16,5,10,0.25,0.625,2,2,2,3,1,2,2,3,0,0.25
"25341",7,6,4,3,0.75,0.857142857142857,2,2,3,2,1,1,2,1,1,0.5
"25342",10,14,5,5,0.428571428571429,0.714285714285714,1,2,3,4,1,1,3,4,1,0.4
"25343",7,8,3,4,0.166666666666667,0.875,2,1,2,4,1,0,2,4,0,0
"25344",12,21,4,10,0.272727272727273,0.571428571428571,2,4,4,8,0,2,3,8,0,0.375
"25345",6,10,3,5,0.6,0.6,1,3,2,3,0,1,2,3,0,0.666666666666667
"25346",9,9,3,4,0.75,1,1,2,1,2,1,1,1,1,1,0
"25347",6,6,2,3,0.666666666666667,1,2,1,2,2,1,1,1,1,1,1
"25348",7,3,4,2,0.2,0.428571428571429,2,1,4,1,1,1,3,1,0,0.333333333333333
"25349",24,14,15,7,0.1,0.583333333333333,5,2,4,4,4,2,3,3,0,0
"25350",5,5,3,2,0.25,1,1,2,2,2,1,1,1,1,0,1
"25351",34,6,16,3,0.0555555555555556,0.176470588235294,7,2,8,3,5,1,8,2,0,0.111111111111111
"25352",6,10,3,3,0.2,0.6,1,1,2,4,0,0,1,3,0,0.333333333333333
"25353",18,17,10,10,0.333333333333333,0.944444444444444,5,2,4,5,3,1,4,5,0.333333333333333,0.285714285714286
"25354",8,12,3,5,0.6,0.666666666666667,1,2,2,5,0,1,2,4,0,0.5
"25355",9,6,4,3,0.166666666666667,0.666666666666667,1,2,3,1,0,1,3,1,0,0.333333333333333
"25356",7,8,3,3,1,0.875,2,2,3,3,1,1,2,2,1,1
"25357",8,8,5,4,0.125,1,2,1,3,2,1,0,3,2,0,0.25
"25358",7,7,2,2,1,1,1,1,3,3,0,0,2,2,0,1
"25359",9,9,5,6,0.375,1,2,3,4,3,1,2,3,2,0.5,0.666666666666667
"25360",11,9,5,5,0.428571428571429,0.818181818181818,1,1,5,4,0,0,4,3,0,0.4
"25361",8,10,4,6,0.428571428571429,0.8,1,1,3,4,0,1,2,3,0,0.25
"25362",9,27,5,14,0.117647058823529,0.333333333333333,2,5,3,10,1,3,2,10,0,0.0909090909090909
"25363",10,21,7,12,0.1875,0.476190476190476,2,2,4,7,1,0,4,7,0,0.1
"25364",7,7,3,3,0.5,1,1,1,4,4,0,0,3,3,0,0.5
"25365",6,13,2,7,0.285714285714286,0.461538461538462,2,2,1,4,0,1,1,4,0,0.25
"25366",8,7,4,4,0.333333333333333,0.875,1,1,3,4,0,0,3,3,0,0.2
"25367",24,7,16,4,0.111111111111111,0.291666666666667,5,1,10,4,2,0,10,3,0,0.181818181818182
"25368",11,9,6,5,0.571428571428571,0.818181818181818,3,2,2,2,1,1,2,1,1,0
"25369",6,9,3,6,0.125,0.666666666666667,1,2,3,4,1,1,2,4,1,0
"25370",10,5,3,2,0.25,0.5,2,1,3,1,1,1,2,1,1,0
"25371",14,14,7,7,0.75,1,3,3,5,5,2,2,5,5,1,0.666666666666667
"25372",6,5,2,2,0.333333333333333,0.833333333333333,2,1,2,2,1,1,1,1,0,1
"25373",6,8,3,5,0.333333333333333,0.75,2,1,1,3,1,1,1,2,1,0.5
"25374",15,14,9,8,0.7,0.933333333333333,3,3,6,5,1,1,6,5,0,0.833333333333333
"25375",14,20,10,15,0.315789473684211,0.7,3,4,4,6,2,4,3,5,0,0.6
"25376",13,5,8,2,0,0.384615384615385,1,2,5,1,0,1,5,1,0,0
"25377",8,9,4,7,0.222222222222222,0.888888888888889,3,1,2,5,2,1,2,4,0,0.2
"25378",10,9,5,4,0.125,0.9,2,2,2,1,2,1,2,1,0,0
"25379",14,10,4,4,1,0.714285714285714,4,1,2,2,1,1,2,2,1,1
"25380",10,10,5,4,0.5,1,1,2,3,3,1,1,2,2,1,0.333333333333333
"25381",4,6,2,4,0,0.666666666666667,1,1,2,3,0,0,2,2,0,0
"25382",6,4,3,2,0.25,0.666666666666667,1,2,2,1,0,1,1,1,0,0
"25383",10,9,4,4,0.6,0.9,2,1,2,2,1,0,2,2,0,1
"25384",15,28,7,13,0.176470588235294,0.535714285714286,3,9,3,5,3,7,3,5,0.111111111111111,0.333333333333333
"25385",8,7,4,3,0,0.875,2,1,2,2,1,1,2,2,0,0
"25386",21,22,9,12,0.105263157894737,0.954545454545455,2,3,8,9,0,1,7,8,0,0.153846153846154
"25387",9,8,5,5,0.666666666666667,0.888888888888889,3,2,3,3,2,1,3,3,0.5,0.5
"25388",11,11,6,6,0.5,1,1,1,5,5,0,0,5,5,0,0.428571428571429
"25389",15,15,9,9,0.8,1,2,2,8,8,1,1,7,7,1,0.75
"25390",8,10,4,5,0.8,0.8,2,2,1,4,1,1,1,3,1,0.333333333333333
"25391",9,5,4,3,0.4,0.555555555555556,4,2,3,2,2,1,2,2,0,1
"25392",10,12,4,5,0.5,0.833333333333333,2,2,3,3,1,1,2,3,1,0.25
"25393",7,9,2,3,0.25,0.777777777777778,1,2,3,2,0,1,2,2,0,0.333333333333333
"25394",13,18,7,11,0.384615384615385,0.722222222222222,2,3,3,4,1,2,2,3,0.5,0.666666666666667
"25395",26,27,12,12,0.333333333333333,0.962962962962963,2,5,9,7,1,3,8,6,0,0.4
"25396",12,12,5,5,1,1,1,1,4,4,1,1,4,3,1,0.75
"25397",5,7,2,2,0.333333333333333,0.714285714285714,1,1,1,1,0,0,1,1,0,0
"25398",7,16,4,6,0.111111111111111,0.4375,2,1,2,5,1,0,2,5,0,0.166666666666667
"25399",7,7,4,4,0.6,1,2,2,4,4,1,1,3,3,1,0.5
"25400",12,8,8,5,0,0.666666666666667,2,1,5,4,1,1,5,3,0,0
"25401",11,11,5,6,0.1,1,1,2,4,3,0,1,3,3,0,0.2
"25402",10,27,5,13,0,0.37037037037037,4,5,1,8,2,2,1,7,0,0
"25403",5,7,2,4,0,0.714285714285714,1,1,3,3,0,1,2,2,0,0
"25404",8,6,5,4,0.285714285714286,0.75,1,1,3,2,1,1,3,1,0,0.333333333333333
"25405",8,8,4,6,0.666666666666667,1,1,1,2,4,0,1,2,3,0,0.666666666666667
"25406",13,9,8,6,0.75,0.692307692307692,2,2,5,3,2,2,5,3,1,0.6
"25407",11,8,4,3,0.75,0.727272727272727,1,1,4,3,0,0,3,2,0,0.666666666666667
"25408",7,10,3,5,0.6,0.7,2,5,2,1,1,3,2,1,0.333333333333333,0.5
"25409",6,7,3,3,1,0.857142857142857,2,3,1,1,1,1,1,1,1,1
"25410",23,27,13,13,0.130434782608696,0.851851851851852,3,4,9,7,3,1,8,7,0,0.153846153846154
"25411",15,12,9,8,0.0625,0.8,1,3,7,5,1,2,6,4,0,0.25
"25412",11,13,6,5,0.222222222222222,0.846153846153846,2,4,1,2,1,2,1,2,0.5,0
"25413",7,4,4,2,0.5,0.571428571428571,1,1,4,2,0,0,3,2,0,0.666666666666667
"25414",16,16,8,8,0,1,3,2,4,5,1,1,4,5,0,0
"25415",11,9,7,6,0.3,0.818181818181818,1,1,4,2,1,0,3,2,0,0.25
"25416",9,8,6,4,0.666666666666667,0.888888888888889,2,2,3,3,2,1,3,2,0.5,0.666666666666667
"25417",14,16,7,9,0.0666666666666667,0.875,1,3,5,6,0,1,5,5,0,0
"25418",15,8,9,4,0.181818181818182,0.533333333333333,1,1,5,1,0,0,5,1,0,0
"25419",9,9,4,6,0.428571428571429,1,1,3,3,3,0,1,3,3,0,0.5
"25420",12,10,5,5,0.666666666666667,0.833333333333333,1,1,4,4,0,0,4,4,0,0.6
"25421",9,9,1,1,1,1,4,4,1,1,0,0,1,1,0,1
"25422",7,9,4,4,0.6,0.777777777777778,1,2,4,5,1,1,3,3,0,1
"25423",9,19,6,12,0.2,0.473684210526316,1,3,3,4,1,3,2,4,0,0.2
"25424",16,16,9,9,0.636363636363636,1,3,3,5,5,2,2,5,5,1,0.428571428571429
"25425",13,13,8,8,0.777777777777778,1,2,2,5,5,1,1,5,5,1,0.666666666666667
"25426",9,8,5,4,0.285714285714286,0.888888888888889,2,3,1,1,2,2,1,1,0.333333333333333,0
"25427",18,23,11,13,0.0434782608695652,0.782608695652174,3,6,6,4,3,4,5,4,0,0
"25428",12,10,8,6,0.272727272727273,0.833333333333333,1,2,7,5,1,1,7,5,0,0.333333333333333
"25429",11,8,6,4,0.25,0.727272727272727,1,2,3,3,1,1,2,2,1,0.333333333333333
"25430",8,11,6,7,0.625,0.727272727272727,3,3,5,6,2,2,4,5,0.333333333333333,0.8
"25431",15,14,8,9,0.133333333333333,0.933333333333333,4,1,1,6,3,1,1,5,0,0.2
"25432",7,7,6,6,0.714285714285714,1,1,1,4,4,1,1,4,4,1,1
"25433",9,6,4,2,0.5,0.666666666666667,2,2,3,2,1,1,2,1,1,0.5
"25434",13,16,5,5,0,0.8125,2,2,3,3,1,1,2,3,0,0
"25435",13,6,7,3,0.111111111111111,0.461538461538462,3,1,4,2,1,0,4,1,0,0
"25436",5,28,4,15,0,0.178571428571429,1,9,5,5,1,6,4,5,0,0
"25437",11,9,6,5,0.571428571428571,0.818181818181818,1,3,4,3,0,1,4,2,0,0.5
"25438",18,12,11,5,0.142857142857143,0.666666666666667,3,3,5,3,2,2,5,2,0,0.166666666666667
"25439",12,8,6,5,0.375,0.666666666666667,2,2,1,1,1,1,1,1,0,1
"25440",23,6,10,2,0,0.260869565217391,5,1,7,3,3,0,6,2,0,0
"25441",5,15,2,6,0.142857142857143,0.333333333333333,1,3,1,4,0,1,1,4,0,0
"25442",6,7,3,3,1,0.857142857142857,1,1,2,2,0,0,2,2,0,1
"25443",9,8,5,3,0.142857142857143,0.888888888888889,2,3,5,3,1,0,4,2,0,0.2
"25444",9,8,5,4,0.5,0.888888888888889,4,3,2,3,2,1,2,3,0.5,0.666666666666667
"25445",9,18,2,6,0,0.5,4,4,1,2,2,3,1,2,0,0
"25446",14,11,6,7,0.181818181818182,0.785714285714286,4,2,5,4,2,2,4,4,0.333333333333333,0.142857142857143
"25447",17,17,9,9,0.8,1,1,2,5,5,1,2,5,5,0.5,0.666666666666667
"25448",30,40,15,19,0.0625,0.75,5,6,8,8,4,5,8,7,0,0.0714285714285714
"25449",13,14,9,11,0.333333333333333,0.928571428571429,4,3,5,7,3,2,5,7,0.25,0.5
"25450",6,6,4,4,0.333333333333333,1,1,2,4,3,0,1,4,3,0,0.4
"25451",8,8,4,4,1,1,2,2,3,3,1,1,2,2,1,1
"25452",8,7,5,3,0.333333333333333,0.875,1,2,2,2,1,1,2,2,1,0.333333333333333
"25453",14,14,6,7,0.625,1,1,2,4,5,0,1,4,5,0,0.8
"25454",17,11,9,7,0.454545454545455,0.647058823529412,3,1,5,7,2,0,5,6,0,0.222222222222222
"25455",8,22,4,13,0.133333333333333,0.363636363636364,2,3,4,10,1,2,3,9,0,0.2
"25456",10,9,5,4,0.8,0.9,1,1,3,4,0,0,3,3,0,1
"25457",10,10,4,2,0.5,1,2,2,2,1,1,1,2,1,1,0.5
"25458",5,13,3,8,0.222222222222222,0.384615384615385,1,3,3,4,0,2,2,4,0,0.5
"25459",12,17,7,6,0,0.705882352941177,1,4,5,3,1,3,4,3,0,0
"25460",7,7,4,3,0,1,2,2,1,2,1,1,1,1,0,0
"25461",9,7,4,3,0.4,0.777777777777778,2,3,4,1,1,2,3,1,0.5,0.333333333333333
"25462",11,10,7,6,0.3,0.909090909090909,1,1,6,5,0,0,6,5,0,0.375
"25463",9,8,6,5,0.222222222222222,0.888888888888889,2,2,4,2,1,1,3,2,0,0.25
"25464",20,20,12,12,0.846153846153846,1,1,1,9,9,0,0,8,8,0,0.777777777777778
"25465",10,6,4,3,0.4,0.6,3,1,2,3,1,0,2,2,0,0.333333333333333
"25466",10,11,6,4,0,0.909090909090909,2,2,3,2,1,1,3,2,0,0
"25467",12,7,8,4,0,0.583333333333333,2,1,5,4,2,1,4,3,0,0
"25468",11,9,6,5,0.1,0.818181818181818,2,4,3,1,1,3,3,1,0,0.333333333333333
"25469",9,6,5,4,0.125,0.666666666666667,2,1,4,3,1,0,4,3,0,0.166666666666667
"25470",8,9,4,4,0.6,0.888888888888889,2,1,2,4,1,0,2,3,0,0.666666666666667
"25471",18,18,8,6,0.166666666666667,1,4,4,4,2,1,2,4,2,0.5,0
"25472",7,7,3,3,1,1,1,1,3,3,0,0,2,3,0,0.666666666666667
"25473",13,11,7,7,0.272727272727273,0.846153846153846,2,1,5,4,1,1,5,4,0,0.5
"25474",10,8,4,3,0.75,0.8,2,1,1,1,1,1,1,1,1,1
"25475",12,9,5,4,0.8,0.75,3,1,2,1,1,1,2,1,1,0.5
"25476",12,14,9,9,0.636363636363636,0.857142857142857,1,1,3,5,1,1,3,5,0,0.6
"25477",14,16,8,9,0.307692307692308,0.875,4,4,3,4,3,2,3,4,0.25,0.4
"25478",8,11,4,8,0.5,0.727272727272727,1,2,2,3,0,2,2,3,0,0.666666666666667
"25479",13,12,9,9,0.8,0.923076923076923,2,2,8,8,1,1,7,7,1,0.75
"25480",4,5,2,2,1,0.8,1,2,3,2,0,0,2,2,0,1
"25481",11,14,9,9,0.5,0.785714285714286,1,2,7,7,1,1,6,6,0,0.5
"25482",12,6,6,2,0.142857142857143,0.5,5,1,2,2,2,0,2,1,0,0.5
"25483",10,11,4,4,0.333333333333333,0.909090909090909,1,3,3,3,1,1,2,2,0,1
"25484",20,10,10,5,0.0714285714285714,0.5,3,2,8,3,2,1,7,3,0,0.111111111111111
"25485",12,11,8,7,0.666666666666667,0.916666666666667,2,1,5,5,1,0,5,5,0,0.428571428571429
"25486",11,8,6,5,0.375,0.727272727272727,3,2,2,2,1,1,2,2,0,0.333333333333333
"25487",16,22,7,10,0.214285714285714,0.727272727272727,3,3,5,6,2,1,5,5,0,0.428571428571429
"25488",15,9,10,6,0.454545454545455,0.6,3,2,4,6,3,1,3,5,0.333333333333333,0.6
"25489",8,8,4,4,0.333333333333333,1,2,3,2,3,1,2,2,2,0.5,0
"25490",5,5,2,2,1,1,1,1,1,1,1,1,1,1,1,1
"25491",8,10,5,5,0,0.8,1,2,4,3,1,2,3,3,0,0
"25492",16,16,9,9,0.636363636363636,1,3,3,5,5,2,2,5,5,1,0.428571428571429
"25493",17,17,8,7,0.363636363636364,1,2,4,6,4,1,1,5,3,0,0.333333333333333
"25494",17,17,8,8,0.777777777777778,1,4,4,3,4,3,3,2,3,1,0.666666666666667
"25495",19,14,9,6,0.153846153846154,0.736842105263158,2,2,6,7,0,0,6,5,0,0.1
"25496",10,20,6,11,0.0625,0.5,3,3,2,8,2,2,2,7,0,0
"25497",8,18,5,8,0.3,0.444444444444444,3,4,5,7,1,1,4,7,0,0.375
"25498",9,8,3,3,0.5,0.888888888888889,2,3,1,1,0,1,1,1,0,0
"25499",15,16,8,9,0.7,0.9375,2,2,7,8,0,0,7,8,0,0.666666666666667
"25500",6,5,2,2,1,0.833333333333333,1,1,3,3,0,0,2,2,0,1
"25501",11,8,7,4,0.222222222222222,0.727272727272727,2,1,3,2,1,0,3,2,0,0.25
"25502",9,14,5,8,0.444444444444444,0.642857142857143,1,2,5,6,1,1,4,6,0,0.428571428571429
"25503",7,9,3,4,0.4,0.777777777777778,2,3,2,2,1,2,2,2,0,1
"25504",9,7,4,3,0.75,0.777777777777778,2,2,4,4,1,0,3,3,0,1
"25505",5,3,2,1,0.5,0.6,1,1,2,2,0,0,2,1,0,0.5
"25506",10,6,5,4,0.5,0.6,3,1,2,1,2,1,1,1,0.5,0
"25507",15,15,5,5,0.666666666666667,1,4,4,1,1,1,1,1,1,1,1
"25508",8,7,3,4,0.4,0.875,1,1,2,3,0,0,2,3,0,0.666666666666667
"25509",13,13,9,9,0.8,1,1,1,7,7,0,0,7,7,0,0.75
"25510",7,7,3,3,0.5,1,1,1,2,3,0,0,2,2,0,0.333333333333333
"25511",9,13,5,6,0.222222222222222,0.692307692307692,2,3,2,3,1,2,2,3,0,0.25
"25512",7,7,3,3,0.5,1,1,3,1,1,0,1,1,1,0,1
"25513",19,5,10,3,0.181818181818182,0.263157894736842,3,1,4,1,2,1,4,1,0.5,0
"25514",8,8,4,5,0.8,1,2,2,2,3,1,1,2,3,1,0.666666666666667
"25515",9,9,7,4,0.222222222222222,1,1,1,4,2,1,0,3,2,0,0.25
"25516",10,13,5,5,0.111111111111111,0.769230769230769,1,1,4,4,0,0,4,4,0,0.142857142857143
"25517",8,11,4,4,0.142857142857143,0.727272727272727,1,2,3,3,0,1,2,3,0,0.25
"25518",8,11,5,5,0.25,0.727272727272727,2,2,5,3,1,2,4,3,0,0.4
"25519",7,6,4,4,0.333333333333333,0.857142857142857,1,2,3,2,0,1,3,2,0,0.666666666666667
"25520",8,6,4,2,0.2,0.75,1,1,2,1,0,0,2,1,0,0
"25521",22,21,14,14,0.866666666666667,0.954545454545455,3,3,8,8,2,2,7,7,1,0.75
"25522",11,11,6,5,0.1,1,2,2,5,3,1,1,4,3,0,0.166666666666667
"25523",24,19,15,12,0.08,0.791666666666667,3,3,7,6,1,3,6,5,0,0
"25524",7,9,4,4,0.333333333333333,0.777777777777778,1,2,5,5,0,0,4,4,0,0.6
"25525",5,6,4,5,0.5,0.833333333333333,2,2,1,1,1,1,1,1,1,1
"25526",9,7,4,4,0,0.777777777777778,2,1,4,4,1,1,3,4,0,0
"25527",10,8,4,4,0.333333333333333,0.8,1,1,2,2,0,0,2,2,0,0.333333333333333
"25528",15,11,6,7,0,0.733333333333333,3,2,5,5,1,1,5,4,0,0
"25529",7,5,4,4,0.6,0.714285714285714,2,1,1,2,1,0,1,2,0,0.5
"25530",7,7,4,3,0.75,1,1,2,2,2,1,1,2,2,1,1
"25531",9,8,6,3,0,0.888888888888889,1,2,4,2,1,1,4,2,0,0
"25532",15,7,9,4,0.181818181818182,0.466666666666667,2,1,8,3,0,0,7,3,0,0.25
"25533",20,19,11,11,0.833333333333333,0.95,1,1,8,8,0,0,7,7,0,1
"25534",13,12,6,6,0.5,0.923076923076923,1,1,5,4,0,0,4,4,0,0.6
"25535",7,9,3,5,0.333333333333333,0.777777777777778,1,2,1,3,1,1,1,2,1,0.5
"25536",3,7,2,3,0.666666666666667,0.428571428571429,3,4,1,1,1,2,1,1,0.5,1
"25537",6,4,4,2,0.5,0.666666666666667,2,3,4,1,1,1,3,1,1,0.333333333333333
"25538",9,12,4,6,0.666666666666667,0.75,4,4,1,1,2,2,1,1,1,1
"25539",9,5,4,3,0.4,0.555555555555556,1,1,4,1,0,0,3,1,0,0.333333333333333
"25540",10,8,4,2,0.5,0.8,3,3,2,1,1,1,1,1,1,0
"25541",13,8,9,5,0.4,0.615384615384615,1,1,5,3,1,1,5,2,0,0.4
"25542",8,9,3,3,0.2,0.888888888888889,2,1,2,1,1,1,1,0,1,0
"25543",7,7,4,3,0.4,1,1,2,3,2,1,1,2,2,1,0.333333333333333
"25544",8,11,5,6,0.571428571428571,0.727272727272727,1,1,4,5,0,0,4,5,0,0.8
"25545",8,5,3,2,0.666666666666667,0.625,2,2,4,3,0,0,3,2,0,0.666666666666667
"25546",6,7,4,5,0.5,0.857142857142857,1,1,3,2,1,1,2,2,0,1
"25547",5,6,2,1,0.5,0.833333333333333,1,1,1,1,0,0,1,1,0,1
"25548",15,9,9,6,0.363636363636364,0.6,2,1,6,4,2,1,5,4,0,0.5
"25549",8,8,4,4,0.6,1,1,1,2,3,0,0,2,2,0,0.333333333333333
"25550",19,9,9,5,0,0.473684210526316,4,3,4,1,3,2,4,1,0,0
"25551",11,12,4,6,0.428571428571429,0.916666666666667,3,3,2,3,2,2,1,2,0.333333333333333,0
"25552",9,11,6,5,0.1,0.818181818181818,2,2,4,2,1,1,3,2,0,0
"25553",4,5,2,2,1,0.8,1,1,2,2,0,0,1,1,0,1
"25554",11,9,6,6,0.5,0.818181818181818,1,1,4,3,0,0,3,2,0,0.666666666666667
"25555",7,8,3,3,0.5,0.875,1,2,1,2,1,1,1,1,1,0
"25556",11,32,6,17,0.0952380952380952,0.34375,2,11,4,6,1,6,4,6,0,0.25
"25557",7,5,2,2,1,0.714285714285714,2,2,1,1,1,1,1,1,1,1
"25558",7,10,2,5,0.4,0.7,1,1,3,4,0,1,2,3,0,0.666666666666667
"25559",11,12,6,7,0.0833333333333333,0.916666666666667,2,2,3,5,1,0,3,5,0,0.142857142857143
"25560",13,10,5,4,0,0.769230769230769,3,2,3,3,1,1,3,2,0,0
"25561",9,12,4,7,0.571428571428571,0.75,2,2,3,5,1,2,3,5,0.5,0.6
"25562",11,14,5,6,0.571428571428571,0.785714285714286,3,3,4,5,2,1,3,4,0.5,0.75
"25563",10,10,7,7,0.75,1,1,1,4,4,1,1,4,4,1,0.6
"25564",9,9,4,5,0.5,1,2,1,3,4,1,1,3,3,1,0.5
"25565",5,6,3,4,0,0.833333333333333,1,2,2,1,0,1,2,1,0,0
"25566",8,9,4,4,0.333333333333333,0.888888888888889,2,2,1,2,1,1,1,2,1,0.5
"25567",10,8,5,5,0.25,0.8,1,2,4,4,0,1,4,3,0,0.4
"25568",10,18,4,7,0,0.555555555555556,3,2,1,4,2,2,1,4,0,0
"25569",16,15,8,8,0.6,0.9375,2,4,4,3,2,3,4,3,0.25,0.4
"25570",7,7,5,5,0.666666666666667,1,2,2,1,1,2,2,1,1,1,1
"25571",27,13,13,9,0.157894736842105,0.481481481481481,3,2,6,5,1,1,5,5,0,0.25
"25572",7,10,3,5,0.6,0.7,1,2,2,2,1,1,2,2,1,1
"25573",10,16,3,6,0.285714285714286,0.625,2,3,3,5,0,0,2,5,0,0.166666666666667
"25574",7,6,4,3,0,0.857142857142857,1,1,1,2,1,0,1,2,0,0
"25575",13,17,6,10,0.454545454545455,0.764705882352941,2,3,4,8,1,2,3,7,0.5,0.428571428571429
"25576",10,8,5,4,0.285714285714286,0.8,3,2,3,3,2,1,3,3,0,0.5
"25577",10,7,5,4,0.5,0.7,1,1,3,3,0,0,3,2,0,0.25
"25578",14,5,9,3,0.0909090909090909,0.357142857142857,3,1,3,2,2,0,3,2,0,0
"25579",11,8,7,3,0.25,0.727272727272727,2,1,4,2,1,0,4,2,0,0.5
"25580",8,6,3,3,0.5,0.75,1,1,3,4,0,0,3,3,0,0.5
"25581",4,6,2,3,0.25,0.666666666666667,1,1,3,3,0,0,2,2,0,0.333333333333333
"25582",11,6,6,1,0,0.545454545454545,2,1,4,1,1,1,4,1,0,0
"25583",12,7,7,3,0,0.583333333333333,2,2,5,1,2,2,4,1,0,0
"25584",13,10,7,4,0.222222222222222,0.769230769230769,2,2,4,3,1,1,4,2,0,0.5
"25585",11,6,6,5,0.222222222222222,0.545454545454545,1,1,4,4,0,0,4,3,0,0.166666666666667
"25586",13,10,6,5,0.571428571428571,0.769230769230769,1,2,5,1,0,1,4,1,0,0.25
"25587",13,12,5,5,0.428571428571429,0.923076923076923,4,3,2,3,2,1,2,3,0.5,0.25
"25588",7,5,4,3,0.4,0.714285714285714,3,2,2,2,2,1,2,2,0,1
"25589",19,11,9,5,0,0.578947368421053,2,1,6,4,1,0,5,4,0,0
"25590",11,13,6,5,0.375,0.846153846153846,3,3,2,2,2,1,2,2,0.5,0.333333333333333
"25591",8,9,4,3,0.4,0.888888888888889,1,2,3,2,0,0,2,2,0,0.333333333333333
"25592",8,8,6,5,0.375,1,2,2,4,2,2,2,3,2,0.333333333333333,0.25
"25593",24,27,15,11,0.130434782608696,0.888888888888889,5,5,10,7,4,3,9,7,0,0.142857142857143
"25594",3,3,2,2,1,1,1,1,2,2,0,0,2,2,0,1
"25595",15,8,8,6,0.272727272727273,0.533333333333333,3,1,5,4,2,0,4,3,0,0.4
"25596",13,9,7,5,0.0909090909090909,0.692307692307692,1,1,7,3,0,0,6,3,0,0
"25597",6,10,3,6,0.125,0.6,1,1,4,4,0,1,3,4,0,0.166666666666667
"25598",11,14,5,7,0.333333333333333,0.785714285714286,2,2,3,4,1,1,3,4,0,0.4
"25599",7,9,4,5,0.5,0.777777777777778,2,3,1,2,1,2,1,2,0.5,0.5
"25600",8,5,3,3,1,0.625,1,1,2,2,0,1,2,2,0,1
